dataset,seed,bin,scale,mean_mse,is_best
Weather,2022,h1_48,1,0.11423769084943385,False
Weather,2022,h1_48,48,0.1144468349003041,False
Weather,2022,h1_48,144,0.1135353852607426,True
Weather,2022,h1_48,360,0.11381442502220525,False
Weather,2022,h1_48,720,0.11487317892590218,False
Weather,2022,h49_96,1,0.1741489023599624,False
Weather,2022,h49_96,48,0.1741330850914744,False
Weather,2022,h49_96,144,0.17372622043331126,False
Weather,2022,h49_96,360,0.17263388136101168,True
Weather,2022,h49_96,720,0.17301824607099628,False
Weather,2022,h97_144,1,0.2097986727318201,False
Weather,2022,h97_144,48,0.21111150800488301,False
Weather,2022,h97_144,144,0.2115674819444655,False
Weather,2022,h97_144,360,0.2079815861198119,True
Weather,2022,h97_144,720,0.20807834112572304,False
Weather,2022,h145_192,1,0.2504789799229061,False
Weather,2022,h145_192,48,0.2508596415899363,False
Weather,2022,h145_192,144,0.25195718466139816,False
Weather,2022,h145_192,360,0.24678600264154088,False
Weather,2022,h145_192,720,0.2451579719214368,True
Weather,2022,h193_288,1,0.2972646369130753,False
Weather,2022,h193_288,48,0.2972059943656019,False
Weather,2022,h193_288,144,0.29793908736075697,False
Weather,2022,h193_288,360,0.29090388660012106,False
Weather,2022,h193_288,720,0.29073168060173193,True
Weather,2022,h289_336,1,0.3269273914718699,False
Weather,2022,h289_336,48,0.3266207236716318,False
Weather,2022,h289_336,144,0.32977161882389433,False
Weather,2022,h289_336,360,0.32199947188641576,False
Weather,2022,h289_336,720,0.32147434625555604,True
Weather,2022,h337_512,1,0.35470561565547043,False
Weather,2022,h337_512,48,0.3554975151564749,False
Weather,2022,h337_512,144,0.36030028683169923,False
Weather,2022,h337_512,360,0.3533648920775268,False
Weather,2022,h337_512,720,0.35230965290959215,True
Weather,2022,h513_720,1,0.3858167404976991,False
Weather,2022,h513_720,48,0.386291889490953,False
Weather,2022,h513_720,144,0.38504332777411937,False
Weather,2022,h513_720,360,0.3814650198092131,False
Weather,2022,h513_720,720,0.3801004529055949,True
Weather,2023,h1_48,1,0.11432824583410643,False
Weather,2023,h1_48,48,0.11458678970766795,False
Weather,2023,h1_48,144,0.113942123388213,True
Weather,2023,h1_48,360,0.11411507607435477,False
Weather,2023,h1_48,720,0.1154335179929486,False
Weather,2023,h49_96,1,0.17221215134184403,False
Weather,2023,h49_96,48,0.17327296181262647,False
Weather,2023,h49_96,144,0.1715035557267401,False
Weather,2023,h49_96,360,0.17149905696839757,True
Weather,2023,h49_96,720,0.17371222653857,False
Weather,2023,h97_144,1,0.20790490710597478,False
Weather,2023,h97_144,48,0.21026562589104683,False
Weather,2023,h97_144,144,0.2090804246976484,False
Weather,2023,h97_144,360,0.2076952737475537,True
Weather,2023,h97_144,720,0.2093369580197327,False
Weather,2023,h145_192,1,0.24760106713966257,False
Weather,2023,h145_192,48,0.24951040408235006,False
Weather,2023,h145_192,144,0.2485546928495822,False
Weather,2023,h145_192,360,0.245566010523683,True
Weather,2023,h145_192,720,0.24598461776453945,False
Weather,2023,h193_288,1,0.295895202292274,False
Weather,2023,h193_288,48,0.29694740054443824,False
Weather,2023,h193_288,144,0.2920907253113561,False
Weather,2023,h193_288,360,0.2894321311788556,True
Weather,2023,h193_288,720,0.2902044248491828,False
Weather,2023,h289_336,1,0.32529343710902814,False
Weather,2023,h289_336,48,0.3276261368204973,False
Weather,2023,h289_336,144,0.32557238001556815,False
Weather,2023,h289_336,360,0.3212740399159844,True
Weather,2023,h289_336,720,0.3223500102748967,False
Weather,2023,h337_512,1,0.35464593063484645,False
Weather,2023,h337_512,48,0.35823618847846084,False
Weather,2023,h337_512,144,0.3577855086434603,False
Weather,2023,h337_512,360,0.35524519403875043,False
Weather,2023,h337_512,720,0.3519669577675622,True
Weather,2023,h513_720,1,0.3868645712291107,False
Weather,2023,h513_720,48,0.388562837951621,False
Weather,2023,h513_720,144,0.3850280119296054,False
Weather,2023,h513_720,360,0.383756780773614,False
Weather,2023,h513_720,720,0.3804551252033833,True
