split,control,dataset,horizon,ordered_mse,control_mse,mse_gain,ordered_mae,control_mae,mae_gain
test,GLOBAL_COMPRESSED,ETTm2,720,0.37911393306592694,0.414902515637216,0.08625781050356895,0.40478699186216716,0.42996182373380903,0.05855131893576605
test,GLOBAL_COMPRESSED,Weather,96,0.16624667468536675,0.2533630398656057,0.34384006927943833,0.2220187590979537,0.3130117301754703,0.2907014731572747
test,GLOBAL_COMPRESSED,Weather,192,0.2052028142835168,0.28087930516228893,0.26942707948898936,0.2576362152217998,0.331558551454746,0.22295409335275662
test,GLOBAL_COMPRESSED,Weather,336,0.25224829611309263,0.31379780428210646,0.19614384590683875,0.29273695611869394,0.35200502465649947,0.16837279125672047
test,GLOBAL_COMPRESSED,Weather,720,0.3198612862076024,0.3626374913529089,0.11795858444122609,0.33799175371426077,0.3809850022797929,0.11284761423222153
test,POOLED_MEMORY,ETTh1,96,0.681748669127685,0.7247294943160508,0.05930602455876063,0.578674225664184,0.6108779531481278,0.052717121837485705
test,POOLED_MEMORY,ETTh1,192,0.6871958151313575,0.7249346656368092,0.05205827820676844,0.5872037076022268,0.615729098516391,0.04632782660896903
test,POOLED_MEMORY,ETTh1,336,0.6891284873181923,0.7295028784800823,0.05534507450609375,0.5952226814435952,0.6238582467594678,0.045900756244892815
test,POOLED_MEMORY,ETTh1,720,0.7430249753476125,0.7910171161679995,0.06067143155242962,0.6264256829879847,0.6582001199343532,0.048274735880536726
test,POOLED_MEMORY,ETTh2,96,0.2731311676671975,0.32871437497253614,0.16909271859492775,0.3454105437677966,0.39688445756766433,0.129694959876558
test,POOLED_MEMORY,ETTh2,192,0.3110962139131404,0.3638002131221204,0.14487072109352594,0.37167907158875224,0.41937569951331277,0.11373245512296651
test,POOLED_MEMORY,ETTh2,336,0.34357748217837686,0.3938701098275517,0.12768835815237287,0.3975008584371167,0.44082594108030954,0.09828160869348634
test,POOLED_MEMORY,ETTh2,720,0.4245796452036674,0.4807235218236753,0.11679036716784766,0.45257093854443403,0.49570756342323075,0.08702030806410561
test,POOLED_MEMORY,ETTm1,96,0.37560666709615775,0.6274458009571336,0.40137193280568506,0.41325169512834964,0.5296541892406008,0.21977074188565354
test,POOLED_MEMORY,ETTm1,192,0.40120616642339546,0.6393947323819782,0.37252193972766023,0.42769790024218174,0.5365001493921834,0.20280003514121453
test,POOLED_MEMORY,ETTm1,336,0.433108948558138,0.6530485723565935,0.33678907375110034,0.4449637563798529,0.5443027362227993,0.18250685369012
test,POOLED_MEMORY,ETTm1,720,0.4850220241689557,0.6725868766651547,0.2788708180364596,0.47063873941001383,0.556666684827519,0.15454121427108686
test,POOLED_MEMORY,ETTm2,96,0.21199570547951488,0.3066773948060787,0.3087338386529398,0.30445911074926496,0.36586782658682615,0.16784399002897277
test,POOLED_MEMORY,ETTm2,192,0.2668439181952852,0.33135245991351475,0.19468254961821238,0.33530937895062446,0.37950356784112366,0.11645263084588645
test,POOLED_MEMORY,ETTm2,336,0.3129508118159489,0.3600672417243234,0.13085453062249977,0.3625489164344175,0.39633202574373627,0.08523941320644762
test,POOLED_MEMORY,ETTm2,720,0.37911393306592694,0.4149530936962768,0.08636918527611265,0.40478699186216716,0.43089720453895,0.06059499203463188
test,POOLED_MEMORY,Weather,96,0.16624667468536675,0.21596544232635306,0.23021631194982814,0.2220187590979537,0.2838908582755266,0.21794326014374069
test,POOLED_MEMORY,Weather,192,0.2052028142835168,0.24805413743971977,0.17274988274128814,0.2576362152217998,0.3086013047604904,0.1651486521686786
test,POOLED_MEMORY,Weather,336,0.25224829611309263,0.2889993818556599,0.12716665865023372,0.29273695611869394,0.3353956296341968,0.1271891156185578
test,POOLED_MEMORY,Weather,720,0.3198612862076024,0.3476755277014409,0.08000057317155605,0.33799175371426077,0.37152026308519454,0.09024678517533574
test,ORDER_SHUFFLED,ETTh1,96,0.681748669127685,0.7040568180873966,0.03168515436057107,0.578674225664184,0.5967029587420419,0.03021391600917439
test,ORDER_SHUFFLED,ETTh1,192,0.6871958151313575,0.7049926804801675,0.025244042727774998,0.5872037076022268,0.6026260117872335,0.02559183288366211
test,ORDER_SHUFFLED,ETTh1,336,0.6891284873181923,0.7081118661803357,0.02680844619162036,0.5952226814435952,0.6099855347398275,0.024201972760762216
