dataset,control_family,horizon,checkpoint_count,mean_mse_log_effect,mse_reduction,std_mse_log_effect,positive_mse_checkpoints,mean_mae_log_effect,mae_reduction
Weather,pca_fit,288,3,0.00011259009730807575,0.00011258375928091535,0.002495226179256004,2,0.000950151631021877,0.0009497003798911718
Weather,pca_fit,336,3,-2.8337280898548006e-05,-2.8337682403067888e-05,0.0021441181985101367,2,0.001446716990725183,0.001445671000177784
Weather,pca_fit,512,3,0.0004280524263722627,0.00042796082500295984,0.001911993813877526,2,0.0021591575802813036,0.002156828276299483
Weather,pca_fit,720,3,-0.0005433104002335445,-0.0005434580200622818,0.0008975292862811933,1,0.0023759579320696213,0.002373137578145057
Weather,permuted_interval,48,3,0.016574532676733932,0.016437930855045413,0.006846026223752177,3,0.019684391641209557,0.019491918975411027
Weather,permuted_interval,96,3,0.01062602394705381,0.010569767192786461,0.003750765679737107,3,0.012141459215094302,0.012068049101485956
Weather,permuted_interval,144,3,0.006328310221696221,0.006308328638669369,0.0027439246069372652,3,0.008282539552619322,0.008248333823811516
Weather,permuted_interval,192,3,0.004896281674812431,0.004884314427331171,0.0017811865146868298,3,0.0067668920502717755,0.00674404819261154
Weather,permuted_interval,288,3,0.003118600198762474,0.0031137424163018013,0.0012238075543919739,3,0.004178117199261016,0.004169401010906459
Weather,permuted_interval,336,3,0.0032908590977427433,0.0032854501559240745,0.000954634272916704,3,0.003586712913305428,0.003580288341870519
Weather,permuted_interval,512,3,0.003577078984443963,0.0035706888590120167,0.0008803310846473336,3,0.0035088460718917035,0.0035026972653545707
Weather,permuted_interval,720,3,0.002518796023671926,0.0025156265186382365,0.00032818249111758805,3,0.002979648904347652,0.0029752141563086365
Weather,random_interval_tree,48,3,0.00032335786051237184,0.00032330558599402703,0.01139061446372291,2,0.004344194702803929,0.004334772338129511
Weather,random_interval_tree,96,3,0.003557532287332152,0.003551211766718021,0.007140419699750996,2,0.002063110420686978,0.002060983671207439
Weather,random_interval_tree,144,3,0.0028224869234003045,0.0028185074520663544,0.004903938626753838,2,0.0022422875916220677,0.002239775542729805
Weather,random_interval_tree,192,3,0.0018853769099166859,0.001883600703318833,0.003963653227036559,2,0.0024693954777108003,0.002466349028843129
Weather,random_interval_tree,288,3,-4.494957662028176e-05,-4.495058686759812e-05,0.002952999697218737,2,0.0011953080623831381,0.0011945939662511007
Weather,random_interval_tree,336,3,0.0004585112657466463,0.0004584061655200644,0.0027740491021471334,2,0.0014388181069420983,0.0014377835044308007
Weather,random_interval_tree,512,3,-0.00012481220772121945,-0.00012481999708890967,0.002953004450341845,2,0.00022341070977240402,0.00022338575545821637
Weather,random_interval_tree,720,3,0.0010054834926688508,0.0010049781635227406,0.0014391165430509203,2,0.002095953368371872,0.0020937583919012903
Weather,random_orthogonal,48,3,0.04491720900413268,0.04392336690687182,0.013587599942335415,3,0.04108517444178366,0.040252619481021656
Weather,random_orthogonal,96,3,0.026555469749880545,0.026205973773692715,0.009170552364753736,3,0.028462528757520922,0.02806128678500386
Weather,random_orthogonal,144,3,0.015965049703944186,0.015838283802448117,0.0067886893802952125,3,0.022306737183377733,0.02205978158767463
Weather,random_orthogonal,192,3,0.010254893159312526,0.01020249102153803,0.006014104995885923,3,0.016154210535710898,0.016024431044838416
Weather,random_orthogonal,288,3,0.00629269010257092,0.006272932592559677,0.004574355607404864,3,0.011467121835455828,0.011401624986363768
Weather,random_orthogonal,336,3,0.005736843273655915,0.005720419011098765,0.004173057436724819,3,0.010354866056811947,0.010301439000307777
Weather,random_orthogonal,512,3,0.007158256606984077,0.00713269731118682,0.0033266229433711668,3,0.011641089588346037,0.011573594265187559
Weather,random_orthogonal,720,3,0.007032616754960339,0.007007945773479518,0.0017476617123842971,3,0.011618045395453339,0.01155081651398715
