dataset,family,split,future_group_index,history_group_index,replicate_count,mean_r2
ETTh2,future_perm,validation,2,3,9,-0.009070020308778052
ETTh2,future_perm,validation,2,4,9,-0.01908760358174708
ETTh2,future_perm,validation,2,5,9,-0.026346422840610506
ETTh2,future_perm,validation,2,6,9,-0.02221689476285444
ETTh2,future_perm,validation,3,0,9,-0.0213563898603693
ETTh2,future_perm,validation,3,1,9,-0.017826805632187453
ETTh2,future_perm,validation,3,2,9,0.02525103773822695
ETTh2,future_perm,validation,3,3,9,-0.00935021300611997
ETTh2,future_perm,validation,3,4,9,-0.01870553069254773
ETTh2,future_perm,validation,3,5,9,-0.02392994498481651
ETTh2,future_perm,validation,3,6,9,-0.018463813025033908
ETTh2,future_perm,validation,4,0,9,-0.016216784056388465
ETTh2,future_perm,validation,4,1,9,-0.021848517337773894
ETTh2,future_perm,validation,4,2,9,0.007535353483744765
ETTh2,future_perm,validation,4,3,9,-0.01812802801377806
ETTh2,future_perm,validation,4,4,9,-0.021463221294001897
ETTh2,future_perm,validation,4,5,9,-0.02350962202124291
ETTh2,future_perm,validation,4,6,9,-0.02057465077962655
ETTh2,future_perm,validation,5,0,9,-0.014470769337612314
ETTh2,future_perm,validation,5,1,9,-0.02533463289503615
ETTh2,future_perm,validation,5,2,9,0.012784397738144425
ETTh2,future_perm,validation,5,3,9,-0.015577565355087857
ETTh2,future_perm,validation,5,4,9,-0.015900200353278784
ETTh2,future_perm,validation,5,5,9,-0.024667038026564878
ETTh2,future_perm,validation,5,6,9,-0.019862393222579655
ETTh2,future_perm,validation,6,0,9,-0.016632211616992576
ETTh2,future_perm,validation,6,1,9,-0.02372512643192441
ETTh2,future_perm,validation,6,2,9,0.022738328960893894
ETTh2,future_perm,validation,6,3,9,-0.00907730800790506
ETTh2,future_perm,validation,6,4,9,-0.0176077704909205
ETTh2,future_perm,validation,6,5,9,-0.02765414418785049
ETTh2,future_perm,validation,6,6,9,-0.02178117594987862
ETTh2,history_perm,holdout,0,0,9,-1.222553957073528e-05
ETTh2,history_perm,holdout,0,1,9,-2.1648861615227353e-06
ETTh2,history_perm,holdout,0,2,9,-1.90593988658172e-06
ETTh2,history_perm,holdout,0,3,9,-1.347134071965566e-05
ETTh2,history_perm,holdout,0,4,9,1.970942439169201e-06
ETTh2,history_perm,holdout,0,5,9,-1.2553147804449259e-05
ETTh2,history_perm,holdout,0,6,9,1.5912090435548582e-05
ETTh2,history_perm,holdout,1,0,9,-1.4443829274340341e-05
ETTh2,history_perm,holdout,1,1,9,-1.6140525158747643e-05
ETTh2,history_perm,holdout,1,2,9,6.006010252887803e-06
ETTh2,history_perm,holdout,1,3,9,-3.360469928363289e-06
ETTh2,history_perm,holdout,1,4,9,5.015409767371458e-06
ETTh2,history_perm,holdout,1,5,9,-2.1155940593030485e-05
ETTh2,history_perm,holdout,1,6,9,-3.5104580436762234e-05
ETTh2,history_perm,holdout,2,0,9,5.4029168565413364e-05
ETTh2,history_perm,holdout,2,1,9,8.629812119161547e-05
ETTh2,history_perm,holdout,2,2,9,-2.1454586100576477e-05
ETTh2,history_perm,holdout,2,3,9,-0.00013963755945228188
ETTh2,history_perm,holdout,2,4,9,0.0001110706066103331
ETTh2,history_perm,holdout,2,5,9,1.6424620328174083e-05
ETTh2,history_perm,holdout,2,6,9,-0.0001162462081741743
ETTh2,history_perm,holdout,3,0,9,0.0009526279620655961
ETTh2,history_perm,holdout,3,1,9,0.000881822494365451
ETTh2,history_perm,holdout,3,2,9,-0.0010370202844186796
ETTh2,history_perm,holdout,3,3,9,0.00020499024922877092
ETTh2,history_perm,holdout,3,4,9,-0.0009130131437569503
ETTh2,history_perm,holdout,3,5,9,-0.0007662167790468318
ETTh2,history_perm,holdout,3,6,9,-5.104533198414036e-06
ETTh2,history_perm,holdout,4,0,9,-0.00010296044446326628
ETTh2,history_perm,holdout,4,1,9,-0.00010014309261211866
ETTh2,history_perm,holdout,4,2,9,-4.3925672490970534e-05
ETTh2,history_perm,holdout,4,3,9,-9.610895710205409e-05
ETTh2,history_perm,holdout,4,4,9,-9.264891125525409e-05
ETTh2,history_perm,holdout,4,5,9,-0.00014211826744503497
ETTh2,history_perm,holdout,4,6,9,-3.58940418226804e-05
ETTh2,history_perm,holdout,5,0,9,-6.885066567647375e-05
ETTh2,history_perm,holdout,5,1,9,-3.0147464472989822e-05
ETTh2,history_perm,holdout,5,2,9,-7.599241761179086e-06
ETTh2,history_perm,holdout,5,3,9,-8.047478522652283e-05
ETTh2,history_perm,holdout,5,4,9,-6.463516146669611e-05
ETTh2,history_perm,holdout,5,5,9,-9.06693544198145e-05
ETTh2,history_perm,holdout,5,6,9,-9.362638327527052e-05
ETTh2,history_perm,holdout,6,0,9,-0.00010779185592668661
ETTh2,history_perm,holdout,6,1,9,-5.3206587938318485e-05
ETTh2,history_perm,holdout,6,2,9,-0.00011110964477503395
ETTh2,history_perm,holdout,6,3,9,-9.819360864603432e-05
ETTh2,history_perm,holdout,6,4,9,-0.00011831332216143902
ETTh2,history_perm,holdout,6,5,9,-9.000824718384691e-05
ETTh2,history_perm,holdout,6,6,9,-0.00013376264305501687
ETTh2,history_perm,validation,0,0,9,-0.01718821464164291
ETTh2,history_perm,validation,0,1,9,-0.01296921686437834
ETTh2,history_perm,validation,0,2,9,-0.013929611899862589
ETTh2,history_perm,validation,0,3,9,-0.010116834820688073
ETTh2,history_perm,validation,0,4,9,-0.012285931346802868
ETTh2,history_perm,validation,0,5,9,-0.013866685363259757
ETTh2,history_perm,validation,0,6,9,-0.010327158228310849
ETTh2,history_perm,validation,1,0,9,-0.015948935986692767
ETTh2,history_perm,validation,1,1,9,-0.005075155174400282
ETTh2,history_perm,validation,1,2,9,-0.013325184921814164
ETTh2,history_perm,validation,1,3,9,-0.011846118511812066
ETTh2,history_perm,validation,1,4,9,-0.0029463003789925724
ETTh2,history_perm,validation,1,5,9,-0.01370360082697074
ETTh2,history_perm,validation,1,6,9,-0.010788443157060006
ETTh2,history_perm,validation,2,0,9,-0.004858845055978358
ETTh2,history_perm,validation,2,1,9,0.01852568635555374
ETTh2,history_perm,validation,2,2,9,-0.02062634741103285
ETTh2,history_perm,validation,2,3,9,-0.0017897579836157658
ETTh2,history_perm,validation,2,4,9,0.025723570409940097
ETTh2,history_perm,validation,2,5,9,-0.01665275202061335
ETTh2,history_perm,validation,2,6,9,0.006499570064727727
ETTh2,history_perm,validation,3,0,9,-0.017537795331365298
ETTh2,history_perm,validation,3,1,9,-0.019590375100401056
ETTh2,history_perm,validation,3,2,9,-0.013719869314887148
ETTh2,history_perm,validation,3,3,9,-0.014457464431455532
ETTh2,history_perm,validation,3,4,9,-0.015416760352956964
ETTh2,history_perm,validation,3,5,9,-0.02138995525489356
ETTh2,history_perm,validation,3,6,9,-0.023184091404744905
ETTh2,history_perm,validation,4,0,9,-0.018673762650800032
ETTh2,history_perm,validation,4,1,9,-0.014929467715552555
ETTh2,history_perm,validation,4,2,9,-0.02203675995823172
ETTh2,history_perm,validation,4,3,9,-0.014337936745487938
ETTh2,history_perm,validation,4,4,9,-0.01287370610152674
ETTh2,history_perm,validation,4,5,9,-0.019581206432111968
ETTh2,history_perm,validation,4,6,9,-0.015695924135739107
ETTh2,history_perm,validation,5,0,9,-0.018402960325371105
ETTh2,history_perm,validation,5,1,9,-0.017042454186447294
ETTh2,history_perm,validation,5,2,9,-0.018048106671923952
ETTh2,history_perm,validation,5,3,9,-0.016798308389420043
ETTh2,history_perm,validation,5,4,9,-0.012247089776790886
ETTh2,history_perm,validation,5,5,9,-0.021649988412010095
ETTh2,history_perm,validation,5,6,9,-0.015097315175411167
ETTh2,history_perm,validation,6,0,9,-0.016260464065780904
ETTh2,history_perm,validation,6,1,9,-0.022747733404193893
ETTh2,history_perm,validation,6,2,9,-0.020911741205384724
ETTh2,history_perm,validation,6,3,9,-0.020470616399434642
ETTh2,history_perm,validation,6,4,9,-0.016812892130427828
ETTh2,history_perm,validation,6,5,9,-0.024143878407172383
ETTh2,history_perm,validation,6,6,9,-0.023504958377591773
ETTm1,canonical,holdout,0,0,9,0.16803680422534847
ETTm1,canonical,holdout,0,1,9,0.07561468429626728
ETTm1,canonical,holdout,0,2,9,-0.023329706484296234
ETTm1,canonical,holdout,0,3,9,-0.014586232926452213
ETTm1,canonical,holdout,0,4,9,-0.018440688921668835
ETTm1,canonical,holdout,0,5,9,-0.019770231727912653
ETTm1,canonical,holdout,0,6,9,-0.018181118757209205
ETTm1,canonical,holdout,1,0,9,0.14475449110128644
ETTm1,canonical,holdout,1,1,9,0.23160711518685284
ETTm1,canonical,holdout,1,2,9,0.006297410739690972
ETTm1,canonical,holdout,1,3,9,-0.012300538445814801
ETTm1,canonical,holdout,1,4,9,-0.014553078819395418
ETTm1,canonical,holdout,1,5,9,-0.020255893072747246
ETTm1,canonical,holdout,1,6,9,-0.011894552606449635
ETTm1,canonical,holdout,2,0,9,-0.0055870687640354865
ETTm1,canonical,holdout,2,1,9,0.1759745375473637
ETTm1,canonical,holdout,2,2,9,0.029036635132787043
ETTm1,canonical,holdout,2,3,9,-0.005341759008113758
ETTm1,canonical,holdout,2,4,9,-0.015272772721094643
ETTm1,canonical,holdout,2,5,9,-0.01938166454636127
ETTm1,canonical,holdout,2,6,9,-0.01637151428563446
ETTm1,canonical,holdout,3,0,9,-0.009586292851171876
ETTm1,canonical,holdout,3,1,9,-0.017918161438950236
ETTm1,canonical,holdout,3,2,9,-0.018070088230205814
ETTm1,canonical,holdout,3,3,9,-0.014727560946495978
ETTm1,canonical,holdout,3,4,9,-0.017712831171257992
ETTm1,canonical,holdout,3,5,9,-0.025279583451412863
ETTm1,canonical,holdout,3,6,9,-0.01997217861080869
ETTm1,canonical,holdout,4,0,9,-0.013402851718582317
ETTm1,canonical,holdout,4,1,9,-0.02493202010085925
ETTm1,canonical,holdout,4,2,9,-0.017854161268182525
ETTm1,canonical,holdout,4,3,9,-0.016642317088531255
ETTm1,canonical,holdout,4,4,9,-0.018795287411192494
ETTm1,canonical,holdout,4,5,9,-0.019413123767921148
ETTm1,canonical,holdout,4,6,9,-0.022602704434449894
ETTm1,canonical,holdout,5,0,9,-0.015407150845005744
ETTm1,canonical,holdout,5,1,9,0.0011205420109745073
ETTm1,canonical,holdout,5,2,9,-0.014834285105633092
ETTm1,canonical,holdout,5,3,9,-0.012100404244712863
ETTm1,canonical,holdout,5,4,9,-0.018907534736859317
ETTm1,canonical,holdout,5,5,9,-0.018505201073465354
ETTm1,canonical,holdout,5,6,9,-0.016544907689230066
ETTm1,canonical,holdout,6,0,9,-0.00992347232705436
ETTm1,canonical,holdout,6,1,9,-0.01648660784554607
ETTm1,canonical,holdout,6,2,9,-0.013466320499427024
ETTm1,canonical,holdout,6,3,9,-0.014666516371542655
ETTm1,canonical,holdout,6,4,9,-0.01778863284600564
ETTm1,canonical,holdout,6,5,9,-0.013945854417862705
ETTm1,canonical,holdout,6,6,9,-0.01667300420633993
ETTm1,canonical,validation,0,0,9,0.15000213476066918
ETTm1,canonical,validation,0,1,9,0.07016311443154175
ETTm1,canonical,validation,0,2,9,-0.0008319346913698968
ETTm1,canonical,validation,0,3,9,-0.012092093074809827
ETTm1,canonical,validation,0,4,9,-0.009727489525675
ETTm1,canonical,validation,0,5,9,-0.013116430700233087
ETTm1,canonical,validation,0,6,9,-0.013934363591897838
ETTm1,canonical,validation,1,0,9,0.18661137557724972
ETTm1,canonical,validation,1,1,9,0.3555885670085056
ETTm1,canonical,validation,1,2,9,0.053276653217895015
ETTm1,canonical,validation,1,3,9,-0.010906656197985908
ETTm1,canonical,validation,1,4,9,-0.01434554973181913
ETTm1,canonical,validation,1,5,9,-0.016915051076701326
ETTm1,canonical,validation,1,6,9,-0.012871395484005645
ETTm1,canonical,validation,2,0,9,-0.00011220971924529187
ETTm1,canonical,validation,2,1,9,0.2833235404024709
ETTm1,canonical,validation,2,2,9,0.07497675314450171
ETTm1,canonical,validation,2,3,9,0.0032303512126372613
ETTm1,canonical,validation,2,4,9,-0.012923880858594158
ETTm1,canonical,validation,2,5,9,-0.015932196539368886
ETTm1,canonical,validation,2,6,9,-0.011066246384505436
ETTm1,canonical,validation,3,0,9,-0.013846269006684212
ETTm1,canonical,validation,3,1,9,-0.01833309664296645
ETTm1,canonical,validation,3,2,9,-0.01833833206719657
ETTm1,canonical,validation,3,3,9,-0.009148429085901954
ETTm1,canonical,validation,3,4,9,-0.019759745062225727
ETTm1,canonical,validation,3,5,9,-0.02572210278754292
ETTm1,canonical,validation,3,6,9,-0.0210732160104004
ETTm1,canonical,validation,4,0,9,-0.014409339802806478
ETTm1,canonical,validation,4,1,9,-0.023582279442372442
ETTm1,canonical,validation,4,2,9,-0.011629755755549784
ETTm1,canonical,validation,4,3,9,-0.006401048325109571
ETTm1,canonical,validation,4,4,9,-0.019044164984113418
ETTm1,canonical,validation,4,5,9,-0.02539051979619554
ETTm1,canonical,validation,4,6,9,-0.021656347013934176
ETTm1,canonical,validation,5,0,9,-0.015417435450661444
ETTm1,canonical,validation,5,1,9,0.01811972938598843
ETTm1,canonical,validation,5,2,9,-0.008355990037474361
ETTm1,canonical,validation,5,3,9,-0.01203740547869033
ETTm1,canonical,validation,5,4,9,-0.01764660796366117
ETTm1,canonical,validation,5,5,9,-0.018395550044448223
ETTm1,canonical,validation,5,6,9,-0.015727619605289615
ETTm1,canonical,validation,6,0,9,-0.012801875884939036
ETTm1,canonical,validation,6,1,9,-0.016460725611790055
ETTm1,canonical,validation,6,2,9,-0.011306644936835456
ETTm1,canonical,validation,6,3,9,-0.007107062027397563
ETTm1,canonical,validation,6,4,9,-0.017059026772161215
ETTm1,canonical,validation,6,5,9,-0.017767396274521063
ETTm1,canonical,validation,6,6,9,-0.01885768144777818
ETTm1,future_perm,holdout,0,0,9,-0.010724850388419218
ETTm1,future_perm,holdout,0,1,9,-0.011582347336480189
ETTm1,future_perm,holdout,0,2,9,-0.01292201333480953
ETTm1,future_perm,holdout,0,3,9,-0.01648485762699571
ETTm1,future_perm,holdout,0,4,9,-0.018798003548591166
ETTm1,future_perm,holdout,0,5,9,-0.019261000676291416
ETTm1,future_perm,holdout,0,6,9,-0.01843232515734878
ETTm1,future_perm,holdout,1,0,9,-0.005529176312178221
ETTm1,future_perm,holdout,1,1,9,-0.003927377994725621
ETTm1,future_perm,holdout,1,2,9,-0.012896697516413091
ETTm1,future_perm,holdout,1,3,9,-0.011468928847292793
ETTm1,future_perm,holdout,1,4,9,-0.01619997930480836
ETTm1,future_perm,holdout,1,5,9,-0.02005437957548923
ETTm1,future_perm,holdout,1,6,9,-0.019431688234003614
ETTm1,future_perm,holdout,2,0,9,-0.00367335961561747
ETTm1,future_perm,holdout,2,1,9,0.007756475543925396
ETTm1,future_perm,holdout,2,2,9,-0.016016421665175005
ETTm1,future_perm,holdout,2,3,9,-0.0176469091365777
ETTm1,future_perm,holdout,2,4,9,-0.022457112420595966
ETTm1,future_perm,holdout,2,5,9,-0.01887375194877119
ETTm1,future_perm,holdout,2,6,9,-0.01872172605613804
ETTm1,future_perm,holdout,3,0,9,-0.0059217473535097855
ETTm1,future_perm,holdout,3,1,9,0.00227720658325835
ETTm1,future_perm,holdout,3,2,9,-0.01191435967629981
ETTm1,future_perm,holdout,3,3,9,-0.013000696928979365
ETTm1,future_perm,holdout,3,4,9,-0.018272442323461233
ETTm1,future_perm,holdout,3,5,9,-0.013302756788450894
ETTm1,future_perm,holdout,3,6,9,-0.0216320641515158
ETTm1,future_perm,holdout,4,0,9,-0.007162981438966333
ETTm1,future_perm,holdout,4,1,9,-0.002318895536355053
ETTm1,future_perm,holdout,4,2,9,-0.014869797549825833
ETTm1,future_perm,holdout,4,3,9,-0.006731198871463118
ETTm1,future_perm,holdout,4,4,9,-0.018404996975815498
ETTm1,future_perm,holdout,4,5,9,-0.016108562050033342
ETTm1,future_perm,holdout,4,6,9,-0.017342614440228762
ETTm1,future_perm,holdout,5,0,9,-0.0015796229234323641
ETTm1,future_perm,holdout,5,1,9,0.0005304119227490892
ETTm1,future_perm,holdout,5,2,9,-0.016804616021405556
ETTm1,future_perm,holdout,5,3,9,-0.014755626271188142
ETTm1,future_perm,holdout,5,4,9,-0.020272324778886838
ETTm1,future_perm,holdout,5,5,9,-0.01656861286721847
ETTm1,future_perm,holdout,5,6,9,-0.016659453779677764
ETTm1,future_perm,holdout,6,0,9,-0.005714757445377799
ETTm1,future_perm,holdout,6,1,9,0.0047144138744668425
ETTm1,future_perm,holdout,6,2,9,-0.013965208325561597
ETTm1,future_perm,holdout,6,3,9,-0.01056711860904078
ETTm1,future_perm,holdout,6,4,9,-0.019926316466702437
ETTm1,future_perm,holdout,6,5,9,-0.01707642012787875
ETTm1,future_perm,holdout,6,6,9,-0.017056897637299118
ETTm1,future_perm,validation,0,0,9,-0.013387279089333213
ETTm1,future_perm,validation,0,1,9,0.0021894796375495876
ETTm1,future_perm,validation,0,2,9,-0.011906538914741718
ETTm1,future_perm,validation,0,3,9,-0.009089021310503709
ETTm1,future_perm,validation,0,4,9,-0.01787477024896668
ETTm1,future_perm,validation,0,5,9,-0.019593111372392984
ETTm1,future_perm,validation,0,6,9,-0.01719073046939849
ETTm1,future_perm,validation,1,0,9,-0.0013606943160708873
ETTm1,future_perm,validation,1,1,9,0.011668639766400955
ETTm1,future_perm,validation,1,2,9,-0.0012906454030661523
ETTm1,future_perm,validation,1,3,9,-0.0100441402710632
ETTm1,future_perm,validation,1,4,9,-0.014912748673058869
ETTm1,future_perm,validation,1,5,9,-0.020415565481346782
ETTm1,future_perm,validation,1,6,9,-0.01913461453515371
ETTm1,future_perm,validation,2,0,9,-0.0032889316289696304
ETTm1,future_perm,validation,2,1,9,0.0186981296994301
ETTm1,future_perm,validation,2,2,9,-0.007444331480907852
ETTm1,future_perm,validation,2,3,9,-0.011512195395574873
ETTm1,future_perm,validation,2,4,9,-0.017276662343068634
ETTm1,future_perm,validation,2,5,9,-0.018075205608628336
ETTm1,future_perm,validation,2,6,9,-0.018869364100574455
ETTm1,future_perm,validation,3,0,9,-0.007531898312526801
ETTm1,future_perm,validation,3,1,9,0.02474151856562111
ETTm1,future_perm,validation,3,2,9,0.0006294845699033047
ETTm1,future_perm,validation,3,3,9,-0.006744879251257552
ETTm1,future_perm,validation,3,4,9,-0.020124059019713147
ETTm1,future_perm,validation,3,5,9,-0.017477883576910935
ETTm1,future_perm,validation,3,6,9,-0.01502476244671147
ETTm1,future_perm,validation,4,0,9,-0.006725533554552509
ETTm1,future_perm,validation,4,1,9,0.011266950382830222
ETTm1,future_perm,validation,4,2,9,-0.0009398188624603435
ETTm1,future_perm,validation,4,3,9,-0.0042295598642471495
ETTm1,future_perm,validation,4,4,9,-0.017591564843478222
ETTm1,future_perm,validation,4,5,9,-0.019379792133900436
ETTm1,future_perm,validation,4,6,9,-0.01946066188624994
ETTm1,future_perm,validation,5,0,9,-0.0006369901403427228
ETTm1,future_perm,validation,5,1,9,0.016850817322992033
ETTm1,future_perm,validation,5,2,9,-0.01232660070152579
ETTm1,future_perm,validation,5,3,9,-0.010022660704377136
ETTm1,future_perm,validation,5,4,9,-0.014762170392383454
ETTm1,future_perm,validation,5,5,9,-0.017884246804314552
ETTm1,future_perm,validation,5,6,9,-0.021503043472294876
ETTm1,future_perm,validation,6,0,9,-0.0004924333498862702
ETTm1,future_perm,validation,6,1,9,0.027638329091090603
ETTm1,future_perm,validation,6,2,9,-0.005273643889229203
ETTm1,future_perm,validation,6,3,9,-0.007454791947128503
ETTm1,future_perm,validation,6,4,9,-0.018182174406435755
ETTm1,future_perm,validation,6,5,9,-0.017856348723737855
ETTm1,future_perm,validation,6,6,9,-0.01924046587518502
ETTm1,history_perm,holdout,0,0,9,-0.010850686830836244
ETTm1,history_perm,holdout,0,1,9,0.014487851049832091
ETTm1,history_perm,holdout,0,2,9,-0.017713707619605494
ETTm1,history_perm,holdout,0,3,9,-0.01312552125545901
ETTm1,history_perm,holdout,0,4,9,-0.012212668589440638
ETTm1,history_perm,holdout,0,5,9,-0.008062138509788578
ETTm1,history_perm,holdout,0,6,9,-0.011064808649352085
ETTm1,history_perm,holdout,1,0,9,0.03875836043265535
ETTm1,history_perm,holdout,1,1,9,0.03867885844297774
ETTm1,history_perm,holdout,1,2,9,-0.015239385266567663
ETTm1,history_perm,holdout,1,3,9,-0.002897148221531297
ETTm1,history_perm,holdout,1,4,9,0.0002805062321339739
ETTm1,history_perm,holdout,1,5,9,0.002052632458987421
ETTm1,history_perm,holdout,1,6,9,0.008441599577535899
ETTm1,history_perm,holdout,2,0,9,0.05291212080908241
ETTm1,history_perm,holdout,2,1,9,-0.007176508447529755
ETTm1,history_perm,holdout,2,2,9,-0.01651957573606455
ETTm1,history_perm,holdout,2,3,9,-0.013497694796911406
ETTm1,history_perm,holdout,2,4,9,-0.008325123720797523
ETTm1,history_perm,holdout,2,5,9,-0.008392320449780381
ETTm1,history_perm,holdout,2,6,9,0.002397269505621543
ETTm1,history_perm,holdout,3,0,9,-0.01895400308955591
ETTm1,history_perm,holdout,3,1,9,-0.01794292074983063
ETTm1,history_perm,holdout,3,2,9,-0.02087413359259512
ETTm1,history_perm,holdout,3,3,9,-0.02329140659399657
ETTm1,history_perm,holdout,3,4,9,-0.01923851600666578
ETTm1,history_perm,holdout,3,5,9,-0.02181605529334221
ETTm1,history_perm,holdout,3,6,9,-0.01982897211072987
ETTm1,history_perm,holdout,4,0,9,-0.01781193592325287
ETTm1,history_perm,holdout,4,1,9,-0.018631454204771192
ETTm1,history_perm,holdout,4,2,9,-0.014149645948869298
ETTm1,history_perm,holdout,4,3,9,-0.01320338989120483
ETTm1,history_perm,holdout,4,4,9,-0.020195673323317634
ETTm1,history_perm,holdout,4,5,9,-0.02271772116346376
ETTm1,history_perm,holdout,4,6,9,-0.021236238792086755
ETTm1,history_perm,holdout,5,0,9,-0.006245782773111965
ETTm1,history_perm,holdout,5,1,9,-0.017579738568288143
ETTm1,history_perm,holdout,5,2,9,-0.02012553811412992
ETTm1,history_perm,holdout,5,3,9,-0.014366310065102115
ETTm1,history_perm,holdout,5,4,9,-0.017194307634251067
ETTm1,history_perm,holdout,5,5,9,-0.019017353003732158
ETTm1,history_perm,holdout,5,6,9,-0.015612218042277255
ETTm1,history_perm,holdout,6,0,9,-0.016660380954747325
ETTm1,history_perm,holdout,6,1,9,-0.015708575017006385
ETTm1,history_perm,holdout,6,2,9,-0.01240593502495366
ETTm1,history_perm,holdout,6,3,9,-0.019313518822459203
ETTm1,history_perm,holdout,6,4,9,-0.01885798187220036
ETTm1,history_perm,holdout,6,5,9,-0.014196740459136622
ETTm1,history_perm,holdout,6,6,9,-0.013157323944477599
ETTm1,history_perm,validation,0,0,9,0.002017364009338348
ETTm1,history_perm,validation,0,1,9,0.017199429989124
ETTm1,history_perm,validation,0,2,9,-0.012387659833237332
ETTm1,history_perm,validation,0,3,9,-0.005892717388588801
ETTm1,history_perm,validation,0,4,9,-0.0077356400671828585
ETTm1,history_perm,validation,0,5,9,0.00015996057479984572
ETTm1,history_perm,validation,0,6,9,-0.0022961212236421507
ETTm1,history_perm,validation,1,0,9,0.09190329478773801
ETTm1,history_perm,validation,1,1,9,0.05831392093783099
ETTm1,history_perm,validation,1,2,9,-0.009616405461466125
ETTm1,history_perm,validation,1,3,9,0.00019599781160881434
ETTm1,history_perm,validation,1,4,9,0.005025184898187818
ETTm1,history_perm,validation,1,5,9,0.016060867499750206
ETTm1,history_perm,validation,1,6,9,0.025280169802642163
ETTm1,history_perm,validation,2,0,9,0.0978546572061421
ETTm1,history_perm,validation,2,1,9,-0.003743493617816488
ETTm1,history_perm,validation,2,2,9,-0.009377407515732263
ETTm1,history_perm,validation,2,3,9,-0.008704253027881113
ETTm1,history_perm,validation,2,4,9,0.002645782675958608
ETTm1,history_perm,validation,2,5,9,8.545438042557091e-05
ETTm1,history_perm,validation,2,6,9,0.01756295177192872
ETTm1,history_perm,validation,3,0,9,-0.021174015115622016
ETTm1,history_perm,validation,3,1,9,-0.023002326966482425
ETTm1,history_perm,validation,3,2,9,-0.018341193755460134
ETTm1,history_perm,validation,3,3,9,-0.019702351274787835
ETTm1,history_perm,validation,3,4,9,-0.01936962315510092
ETTm1,history_perm,validation,3,5,9,-0.01679362053485731
ETTm1,history_perm,validation,3,6,9,-0.018093963599804655
ETTm1,history_perm,validation,4,0,9,-0.016607843070980524
ETTm1,history_perm,validation,4,1,9,-0.020145274458715366
ETTm1,history_perm,validation,4,2,9,-0.018302781931420025
ETTm1,history_perm,validation,4,3,9,-0.015589703831998413
ETTm1,history_perm,validation,4,4,9,-0.018387174517751664
ETTm1,history_perm,validation,4,5,9,-0.02186790888848939
ETTm1,history_perm,validation,4,6,9,-0.018673644875446514
ETTm1,history_perm,validation,5,0,9,-0.0033300389017132887
ETTm1,history_perm,validation,5,1,9,-0.021199858327309147
ETTm1,history_perm,validation,5,2,9,-0.020127905336955458
ETTm1,history_perm,validation,5,3,9,-0.016537279566098788
ETTm1,history_perm,validation,5,4,9,-0.014778862449696284
ETTm1,history_perm,validation,5,5,9,-0.015889813510901424
ETTm1,history_perm,validation,5,6,9,-0.010903053828127297
ETTm1,history_perm,validation,6,0,9,-0.014849055868845218
ETTm1,history_perm,validation,6,1,9,-0.016787413608692466
ETTm1,history_perm,validation,6,2,9,-0.01725553396820545
ETTm1,history_perm,validation,6,3,9,-0.01592637015471807
ETTm1,history_perm,validation,6,4,9,-0.017159907954087714
ETTm1,history_perm,validation,6,5,9,-0.01865090364719128
ETTm1,history_perm,validation,6,6,9,-0.014119741532282805
ETTm2,canonical,holdout,0,0,9,7.433691334811519e-06
ETTm2,canonical,holdout,0,1,9,3.5148867559348715e-06
ETTm2,canonical,holdout,0,2,9,9.694385135391077e-08
ETTm2,canonical,holdout,0,3,9,-2.08121236836926e-06
ETTm2,canonical,holdout,0,4,9,-3.2526312732095164e-06
ETTm2,canonical,holdout,0,5,9,-2.4248290877191024e-06
ETTm2,canonical,holdout,0,6,9,-1.3045023613174795e-06
ETTm2,canonical,holdout,1,0,9,5.084757639780187e-05
ETTm2,canonical,holdout,1,1,9,6.766795255459041e-05
ETTm2,canonical,holdout,1,2,9,-1.2038235271245097e-05
ETTm2,canonical,holdout,1,3,9,-2.9101629815582914e-05
ETTm2,canonical,holdout,1,4,9,-1.643979555248581e-05
ETTm2,canonical,holdout,1,5,9,-1.0993511005061604e-05
ETTm2,canonical,holdout,1,6,9,-1.1219409251441962e-05
ETTm2,canonical,holdout,2,0,9,-2.590053863575174e-05
ETTm2,canonical,holdout,2,1,9,4.0625932609364116e-07
ETTm2,canonical,holdout,2,2,9,-2.328029781967839e-05
ETTm2,canonical,holdout,2,3,9,-2.627338075905033e-05
ETTm2,canonical,holdout,2,4,9,-1.2177707457711801e-05
ETTm2,canonical,holdout,2,5,9,-1.8599581476245557e-05
ETTm2,canonical,holdout,2,6,9,-4.9605863142362e-06
ETTm2,canonical,holdout,3,0,9,-0.0001324748735300258
ETTm2,canonical,holdout,3,1,9,-9.865122824945536e-05
ETTm2,canonical,holdout,3,2,9,-0.00014490305515272675
ETTm2,canonical,holdout,3,3,9,-0.00017495113537919279
ETTm2,canonical,holdout,3,4,9,-9.426653033004249e-05
ETTm2,canonical,holdout,3,5,9,-0.0001131530750142742
ETTm2,canonical,holdout,3,6,9,-0.00011002233943608392
ETTm2,canonical,holdout,4,0,9,-0.00010161735903895735
ETTm2,canonical,holdout,4,1,9,-0.00010519140190733288
ETTm2,canonical,holdout,4,2,9,-7.6398460975217e-05
ETTm2,canonical,holdout,4,3,9,-6.853797036517524e-05
ETTm2,canonical,holdout,4,4,9,-7.476310180047167e-05
ETTm2,canonical,holdout,4,5,9,-9.442758484820877e-05
