model,strategy,dataset,horizon,segment,segment_start,segment_end,future_region,mse,mae,baseline_model,baseline_mse,baseline_mae,r3_residual_bucket,relative_mse_pct,relative_mae_pct,mse_win
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTm1,720,193-336,193,336,middle_97_336,0.41117551922798157,0.4247083365917206,PatchEncoderR3PrefixRisk,0.40565091371536255,0.42062100768089294,high_r3_residual,1.361911270461369,0.9717367502311003,False
PatchEncoderIntervalSupervision,D3_interval_supervision,ETTm1,720,337-720,337,720,late_337_720,0.45916011929512024,0.45003485679626465,PatchEncoderR3PrefixRisk,0.4712492525577545,0.4518813490867615,high_r3_residual,-2.5653373871723395,-0.4086232579035509,True
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,96,1-96,1,96,early_1_96,0.16391021013259888,0.21500720083713531,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,low_r3_residual,10.730418453774515,9.12446849720483,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,192,1-96,1,96,early_1_96,0.16488510370254517,0.21571876108646393,PatchEncoderR3PrefixRisk,0.14898328483104706,0.1976671665906906,low_r3_residual,10.673559043574187,9.132318132101691,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,192,97-192,97,192,middle_97_336,0.24880291521549225,0.2903478443622589,PatchEncoderR3PrefixRisk,0.23583491146564484,0.2821427881717682,low_r3_residual,5.498763380389726,2.9081218923432184,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,336,1-96,1,96,early_1_96,0.1658722162246704,0.2162439376115799,PatchEncoderR3PrefixRisk,0.15019100904464722,0.19839726388454437,low_r3_residual,10.440842817269868,8.99542331260237,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,336,97-192,97,192,middle_97_336,0.2503231167793274,0.29150447249412537,PatchEncoderR3PrefixRisk,0.23710891604423523,0.28319600224494934,low_r3_residual,5.5730509655853355,2.933823282572212,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,336,193-336,193,336,middle_97_336,0.3269272744655609,0.3399175703525543,PatchEncoderR3PrefixRisk,0.31298476457595825,0.33328187465667725,mid_r3_residual,4.454692837362995,1.9910160739202265,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,720,1-96,1,96,early_1_96,0.16180071234703064,0.2150251418352127,PatchEncoderR3PrefixRisk,0.14746259152889252,0.1975940763950348,low_r3_residual,9.723225849675131,8.821653846206058,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,720,97-192,97,192,middle_97_336,0.24453920125961304,0.2910049855709076,PatchEncoderR3PrefixRisk,0.2326873242855072,0.2828315794467926,low_r3_residual,5.093477700385418,2.8898491958011974,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,720,193-336,193,336,middle_97_336,0.3256203532218933,0.3415786623954773,PatchEncoderR3PrefixRisk,0.3130928874015808,0.3351799249649048,mid_r3_residual,4.001197831186909,1.909045546579935,False
PatchEncoderIntervalSupervision,D3_interval_supervision,Weather,720,337-720,337,720,late_337_720,0.40464872121810913,0.3868107497692108,PatchEncoderR3PrefixRisk,0.3891408443450928,0.3799934387207031,high_r3_residual,3.9851578415304623,1.7940602004758333,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,96,1-96,1,96,early_1_96,0.3257633447647095,0.37105199694633484,PatchEncoderR3PrefixRisk,0.30479592084884644,0.35886070132255554,mid_r3_residual,6.879168152076787,3.3972222589013334,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,192,1-96,1,96,early_1_96,0.32295194268226624,0.36833158135414124,PatchEncoderR3PrefixRisk,0.30273088812828064,0.35670754313468933,mid_r3_residual,6.679547858168022,3.2587026664201435,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,192,97-192,97,192,middle_97_336,0.4445212483406067,0.4483126103878021,PatchEncoderR3PrefixRisk,0.4353557229042053,0.4440152645111084,high_r3_residual,2.105295728113843,0.9678374191539163,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,336,1-96,1,96,early_1_96,0.29049625992774963,0.35028040409088135,PatchEncoderR3PrefixRisk,0.27497684955596924,0.3399970233440399,low_r3_residual,5.643897076005144,3.024550228616496,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,336,97-192,97,192,middle_97_336,0.3911595344543457,0.42090362310409546,PatchEncoderR3PrefixRisk,0.3836177885532379,0.4158962666988373,high_r3_residual,1.965953124736597,1.2039916696064301,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,336,193-336,193,336,middle_97_336,0.45011305809020996,0.46578770875930786,PatchEncoderR3PrefixRisk,0.4543939232826233,0.4657894968986511,high_r3_residual,-0.9421044105272336,-0.0003838943031464481,True
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,720,1-96,1,96,early_1_96,0.2616508901119232,0.32816699147224426,PatchEncoderR3PrefixRisk,0.2497519701719284,0.3200547695159912,low_r3_residual,4.764294724803819,2.534635546447528,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,720,97-192,97,192,middle_97_336,0.34656065702438354,0.39214029908180237,PatchEncoderR3PrefixRisk,0.33811911940574646,0.386177659034729,mid_r3_residual,2.4966164686200942,1.5440147578648977,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,720,193-336,193,336,middle_97_336,0.3699650168418884,0.4222896099090576,PatchEncoderR3PrefixRisk,0.36967068910598755,0.41950738430023193,high_r3_residual,0.0796188998951175,0.663212547132308,False
PatchEncoderComponentTop,D4_component_basis_top,ETTh2,720,337-720,337,720,late_337_720,0.4998193383216858,0.5039951205253601,PatchEncoderR3PrefixRisk,0.4840433597564697,0.4898116886615753,high_r3_residual,3.2592077232818983,2.89569077098617,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,96,1-96,1,96,early_1_96,0.3260294198989868,0.3722500503063202,PatchEncoderR3PrefixRisk,0.2986849546432495,0.35228273272514343,mid_r3_residual,9.154952343815781,5.667980779732273,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,192,1-96,1,96,early_1_96,0.32434192299842834,0.3720778524875641,PatchEncoderR3PrefixRisk,0.2984122335910797,0.35257115960121155,mid_r3_residual,8.689217963791872,5.532696692609873,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,192,97-192,97,192,middle_97_336,0.3809138238430023,0.4054733216762543,PatchEncoderR3PrefixRisk,0.3609120845794678,0.3935297429561615,high_r3_residual,5.541997654869446,3.0349875540216287,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,336,1-96,1,96,early_1_96,0.3199445903301239,0.37147700786590576,PatchEncoderR3PrefixRisk,0.2952735424041748,0.3523743450641632,mid_r3_residual,8.35531952001951,5.421127579042162,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,336,97-192,97,192,middle_97_336,0.37566325068473816,0.4046950936317444,PatchEncoderR3PrefixRisk,0.35754311084747314,0.39348411560058594,mid_r3_residual,5.067959439720537,2.8491564428329674,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,336,193-336,193,336,middle_97_336,0.41611427068710327,0.4258216917514801,PatchEncoderR3PrefixRisk,0.4064895808696747,0.4184590280056,high_r3_residual,2.3677580608183924,1.7594706418382344,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,720,1-96,1,96,early_1_96,0.31403648853302,0.3704546093940735,PatchEncoderR3PrefixRisk,0.2841739356517792,0.3501632809638977,low_r3_residual,10.508547454483574,5.794819026803633,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,720,97-192,97,192,middle_97_336,0.37118738889694214,0.4043262004852295,PatchEncoderR3PrefixRisk,0.3520488142967224,0.3932366371154785,mid_r3_residual,5.43634116150975,2.820073798590239,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,720,193-336,193,336,middle_97_336,0.4166436195373535,0.4277755618095398,PatchEncoderR3PrefixRisk,0.40565091371536255,0.42062100768089294,high_r3_residual,2.7098930263236953,1.7009502611611493,False
PatchEncoderComponentTop,D4_component_basis_top,ETTm1,720,337-720,337,720,late_337_720,0.4653394818305969,0.45420899987220764,PatchEncoderR3PrefixRisk,0.4712492525577545,0.4518813490867615,high_r3_residual,-1.2540647428259444,0.5151022032996666,True
PatchEncoderComponentTop,D4_component_basis_top,Weather,96,1-96,1,96,early_1_96,0.15334199368953705,0.2033962458372116,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,low_r3_residual,3.5910033550834664,3.231459852943641,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,192,1-96,1,96,early_1_96,0.1543072909116745,0.20405560731887817,PatchEncoderR3PrefixRisk,0.14898328483104706,0.1976671665906906,low_r3_residual,3.573559333629328,3.231917995473732,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,192,97-192,97,192,middle_97_336,0.24308697879314423,0.28544890880584717,PatchEncoderR3PrefixRisk,0.23583491146564484,0.2821427881717682,low_r3_residual,3.075060974827659,1.1717898782747538,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,336,1-96,1,96,early_1_96,0.15549851953983307,0.20473238825798035,PatchEncoderR3PrefixRisk,0.15019100904464722,0.19839726388454437,low_r3_residual,3.533840360316165,3.1931510795041307,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,336,97-192,97,192,middle_97_336,0.24444343149662018,0.28656357526779175,PatchEncoderR3PrefixRisk,0.23710891604423523,0.28319600224494934,low_r3_residual,3.0933106922966136,1.1891315541699088,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,336,193-336,193,336,middle_97_336,0.3275472819805145,0.339373379945755,PatchEncoderR3PrefixRisk,0.31298476457595825,0.33328187465667725,mid_r3_residual,4.652787947773129,1.8277337450027131,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,720,1-96,1,96,early_1_96,0.1523027867078781,0.2037428617477417,PatchEncoderR3PrefixRisk,0.14746259152889252,0.1975940763950348,low_r3_residual,3.282320708460662,3.111826763679959,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,720,97-192,97,192,middle_97_336,0.23899446427822113,0.2857978045940399,PatchEncoderR3PrefixRisk,0.2326873242855072,0.2828315794467926,low_r3_residual,2.71056449339504,1.0487602385310435,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,720,193-336,193,336,middle_97_336,0.3258058726787567,0.3407321274280548,PatchEncoderR3PrefixRisk,0.3130928874015808,0.3351799249649048,mid_r3_residual,4.060451638708074,1.656484189418972,False
PatchEncoderComponentTop,D4_component_basis_top,Weather,720,337-720,337,720,late_337_720,0.4103146195411682,0.3892248570919037,PatchEncoderR3PrefixRisk,0.3891408443450928,0.3799934387207031,high_r3_residual,5.441159802104556,2.429362570648408,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,96,1-96,1,96,early_1_96,0.3229062557220459,0.3705160915851593,PatchEncoderR3PrefixRisk,0.30479592084884644,0.35886070132255554,mid_r3_residual,5.941790435634031,3.2478870546840843,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,192,1-96,1,96,early_1_96,0.3195798099040985,0.36764952540397644,PatchEncoderR3PrefixRisk,0.30273088812828064,0.35670754313468933,mid_r3_residual,5.56564342673822,3.0674939400301637,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,192,97-192,97,192,middle_97_336,0.4383160173892975,0.4463566839694977,PatchEncoderR3PrefixRisk,0.4353557229042053,0.4440152645111084,high_r3_residual,0.6799714186239258,0.5273285955534224,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,336,1-96,1,96,early_1_96,0.28783276677131653,0.3500632345676422,PatchEncoderR3PrefixRisk,0.27497684955596924,0.3399970233440399,low_r3_residual,4.6752725678932405,2.9606762802203646,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,336,97-192,97,192,middle_97_336,0.3867698609828949,0.41940510272979736,PatchEncoderR3PrefixRisk,0.3836177885532379,0.4158962666988373,high_r3_residual,0.8216700381764364,0.8436805790086543,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,336,193-336,193,336,middle_97_336,0.44633784890174866,0.4645228981971741,PatchEncoderR3PrefixRisk,0.4543939232826233,0.4657894968986511,high_r3_residual,-1.7729274024344543,-0.27192513139742136,True
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,720,1-96,1,96,early_1_96,0.25966107845306396,0.32839006185531616,PatchEncoderR3PrefixRisk,0.2497519701719284,0.3200547695159912,low_r3_residual,3.9675796248230366,2.6043331120889635,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,720,97-192,97,192,middle_97_336,0.34325340390205383,0.3910994529724121,PatchEncoderR3PrefixRisk,0.33811911940574646,0.386177659034729,mid_r3_residual,1.5184839311456422,1.2744895574708703,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,720,193-336,193,336,middle_97_336,0.3675757646560669,0.4214523732662201,PatchEncoderR3PrefixRisk,0.36967068910598755,0.41950738430023193,high_r3_residual,-0.566700177118995,0.4636364075527588,True
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTh2,720,337-720,337,720,late_337_720,0.4982825815677643,0.5034990906715393,PatchEncoderR3PrefixRisk,0.4840433597564697,0.4898116886615753,high_r3_residual,2.941724439409432,2.794421269807845,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,96,1-96,1,96,early_1_96,0.32498449087142944,0.37156009674072266,PatchEncoderR3PrefixRisk,0.2986849546432495,0.35228273272514343,mid_r3_residual,8.805109135675139,5.472128556076505,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,192,1-96,1,96,early_1_96,0.32326290011405945,0.3713478744029999,PatchEncoderR3PrefixRisk,0.2984122335910797,0.35257115960121155,mid_r3_residual,8.327629944633275,5.325652507433221,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,192,97-192,97,192,middle_97_336,0.3813894987106323,0.4056527316570282,PatchEncoderR3PrefixRisk,0.3609120845794678,0.3935297429561615,high_r3_residual,5.673795643341983,3.0805774958202248,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,336,1-96,1,96,early_1_96,0.3187442123889923,0.3706809878349304,PatchEncoderR3PrefixRisk,0.2952735424041748,0.3523743450641632,mid_r3_residual,7.9487887040994964,5.195225766913825,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,336,97-192,97,192,middle_97_336,0.3762769401073456,0.40484899282455444,PatchEncoderR3PrefixRisk,0.35754311084747314,0.39348411560058594,mid_r3_residual,5.239600118561438,2.88826836291014,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,336,193-336,193,336,middle_97_336,0.4158134460449219,0.4253571927547455,PatchEncoderR3PrefixRisk,0.4064895808696747,0.4184590280056,high_r3_residual,2.2937525619473487,1.6484683774233622,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,720,1-96,1,96,early_1_96,0.3125300109386444,0.36959391832351685,PatchEncoderR3PrefixRisk,0.2841739356517792,0.3501632809638977,low_r3_residual,9.978422272200294,5.549021960878431,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,720,97-192,97,192,middle_97_336,0.37123188376426697,0.40429243445396423,PatchEncoderR3PrefixRisk,0.3520488142967224,0.3932366371154785,mid_r3_residual,5.448979996102543,2.8114871034356392,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,720,193-336,193,336,middle_97_336,0.4163334369659424,0.42726942896842957,PatchEncoderR3PrefixRisk,0.40565091371536255,0.42062100768089294,high_r3_residual,2.6334276318370486,1.580620360403029,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,ETTm1,720,337-720,337,720,late_337_720,0.4645039141178131,0.4534740447998047,PatchEncoderR3PrefixRisk,0.4712492525577545,0.4518813490867615,high_r3_residual,-1.4313738225218087,0.35245882935022177,True
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,96,1-96,1,96,early_1_96,0.15297061204910278,0.20378194749355316,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,low_r3_residual,3.340114503082936,3.427218358160622,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,192,1-96,1,96,early_1_96,0.15393295884132385,0.20444244146347046,PatchEncoderR3PrefixRisk,0.14898328483104706,0.1976671665906906,low_r3_residual,3.322301569528374,3.427617742307909,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,192,97-192,97,192,middle_97_336,0.24286285042762756,0.2861413061618805,PatchEncoderR3PrefixRisk,0.23583491146564484,0.2821427881717682,low_r3_residual,2.980024848020224,1.4171965961001343,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,336,1-96,1,96,early_1_96,0.15514406561851501,0.20513218641281128,PatchEncoderR3PrefixRisk,0.15019100904464722,0.19839726388454437,low_r3_residual,3.297838269663278,3.3946650253131816,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,336,97-192,97,192,middle_97_336,0.24423156678676605,0.28724178671836853,PatchEncoderR3PrefixRisk,0.23710891604423523,0.28319600224494934,low_r3_residual,3.003957363291221,1.4286163792382123,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,336,193-336,193,336,middle_97_336,0.3262939453125,0.3395765423774719,PatchEncoderR3PrefixRisk,0.31298476457595825,0.33328187465667725,mid_r3_residual,4.252341405363125,1.888691884993432,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,720,1-96,1,96,early_1_96,0.15192382037639618,0.20419512689113617,PatchEncoderR3PrefixRisk,0.14746259152889252,0.1975940763950348,low_r3_residual,3.025329204681415,3.340712746319574,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,720,97-192,97,192,middle_97_336,0.2387823760509491,0.28657326102256775,PatchEncoderR3PrefixRisk,0.2326873242855072,0.2828315794467926,low_r3_residual,2.619417187488593,1.3229362799916933,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,720,193-336,193,336,middle_97_336,0.32463133335113525,0.34104862809181213,PatchEncoderR3PrefixRisk,0.3130928874015808,0.3351799249649048,mid_r3_residual,3.6853107859824874,1.7509112836998852,False
PatchEncoderComponentBalanced,D5_component_basis_balanced,Weather,720,337-720,337,720,late_337_720,0.4078405201435089,0.3887750208377838,PatchEncoderR3PrefixRisk,0.3891408443450928,0.3799934387207031,high_r3_residual,4.805374730038148,2.3109825650266425,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,96,1-96,1,96,early_1_96,0.3257633447647095,0.37105199694633484,PatchEncoderR3PrefixRisk,0.30479592084884644,0.35886070132255554,mid_r3_residual,6.879168152076787,3.3972222589013334,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,192,1-96,1,96,early_1_96,0.32295194268226624,0.36833158135414124,PatchEncoderR3PrefixRisk,0.30273088812828064,0.35670754313468933,mid_r3_residual,6.679547858168022,3.2587026664201435,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,192,97-192,97,192,middle_97_336,0.4445212483406067,0.4483126103878021,PatchEncoderR3PrefixRisk,0.4353557229042053,0.4440152645111084,high_r3_residual,2.105295728113843,0.9678374191539163,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,336,1-96,1,96,early_1_96,0.29049625992774963,0.35028040409088135,PatchEncoderR3PrefixRisk,0.27497684955596924,0.3399970233440399,low_r3_residual,5.643897076005144,3.024550228616496,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,336,97-192,97,192,middle_97_336,0.3911595344543457,0.42090362310409546,PatchEncoderR3PrefixRisk,0.3836177885532379,0.4158962666988373,high_r3_residual,1.965953124736597,1.2039916696064301,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,336,193-336,193,336,middle_97_336,0.45011305809020996,0.46578770875930786,PatchEncoderR3PrefixRisk,0.4543939232826233,0.4657894968986511,high_r3_residual,-0.9421044105272336,-0.0003838943031464481,True
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,720,1-96,1,96,early_1_96,0.2616508901119232,0.32816699147224426,PatchEncoderR3PrefixRisk,0.2497519701719284,0.3200547695159912,low_r3_residual,4.764294724803819,2.534635546447528,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,720,97-192,97,192,middle_97_336,0.34656065702438354,0.39214029908180237,PatchEncoderR3PrefixRisk,0.33811911940574646,0.386177659034729,mid_r3_residual,2.4966164686200942,1.5440147578648977,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,720,193-336,193,336,middle_97_336,0.3699650168418884,0.4222896099090576,PatchEncoderR3PrefixRisk,0.36967068910598755,0.41950738430023193,high_r3_residual,0.0796188998951175,0.663212547132308,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTh2,720,337-720,337,720,late_337_720,0.4998193383216858,0.5039951205253601,PatchEncoderR3PrefixRisk,0.4840433597564697,0.4898116886615753,high_r3_residual,3.2592077232818983,2.89569077098617,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,96,1-96,1,96,early_1_96,0.3260294198989868,0.3722500503063202,PatchEncoderR3PrefixRisk,0.2986849546432495,0.35228273272514343,mid_r3_residual,9.154952343815781,5.667980779732273,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,192,1-96,1,96,early_1_96,0.32434192299842834,0.3720778524875641,PatchEncoderR3PrefixRisk,0.2984122335910797,0.35257115960121155,mid_r3_residual,8.689217963791872,5.532696692609873,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,192,97-192,97,192,middle_97_336,0.3809138238430023,0.4054733216762543,PatchEncoderR3PrefixRisk,0.3609120845794678,0.3935297429561615,high_r3_residual,5.541997654869446,3.0349875540216287,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,336,1-96,1,96,early_1_96,0.3199445903301239,0.37147700786590576,PatchEncoderR3PrefixRisk,0.2952735424041748,0.3523743450641632,mid_r3_residual,8.35531952001951,5.421127579042162,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,336,97-192,97,192,middle_97_336,0.37566325068473816,0.4046950936317444,PatchEncoderR3PrefixRisk,0.35754311084747314,0.39348411560058594,mid_r3_residual,5.067959439720537,2.8491564428329674,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,336,193-336,193,336,middle_97_336,0.41611427068710327,0.4258216917514801,PatchEncoderR3PrefixRisk,0.4064895808696747,0.4184590280056,high_r3_residual,2.3677580608183924,1.7594706418382344,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,720,1-96,1,96,early_1_96,0.31403648853302,0.3704546093940735,PatchEncoderR3PrefixRisk,0.2841739356517792,0.3501632809638977,low_r3_residual,10.508547454483574,5.794819026803633,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,720,97-192,97,192,middle_97_336,0.37118738889694214,0.4043262004852295,PatchEncoderR3PrefixRisk,0.3520488142967224,0.3932366371154785,mid_r3_residual,5.43634116150975,2.820073798590239,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,720,193-336,193,336,middle_97_336,0.4166436195373535,0.4277755618095398,PatchEncoderR3PrefixRisk,0.40565091371536255,0.42062100768089294,high_r3_residual,2.7098930263236953,1.7009502611611493,False
PatchEncoderCurriculumUnits,D6_curriculum_units,ETTm1,720,337-720,337,720,late_337_720,0.4653394818305969,0.45420899987220764,PatchEncoderR3PrefixRisk,0.4712492525577545,0.4518813490867615,high_r3_residual,-1.2540647428259444,0.5151022032996666,True
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,96,1-96,1,96,early_1_96,0.15334199368953705,0.2033962458372116,PatchEncoderR3PrefixRisk,0.14802636206150055,0.19702932238578796,low_r3_residual,3.5910033550834664,3.231459852943641,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,192,1-96,1,96,early_1_96,0.1543072909116745,0.20405560731887817,PatchEncoderR3PrefixRisk,0.14898328483104706,0.1976671665906906,low_r3_residual,3.573559333629328,3.231917995473732,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,192,97-192,97,192,middle_97_336,0.24308697879314423,0.28544890880584717,PatchEncoderR3PrefixRisk,0.23583491146564484,0.2821427881717682,low_r3_residual,3.075060974827659,1.1717898782747538,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,336,1-96,1,96,early_1_96,0.15549851953983307,0.20473238825798035,PatchEncoderR3PrefixRisk,0.15019100904464722,0.19839726388454437,low_r3_residual,3.533840360316165,3.1931510795041307,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,336,97-192,97,192,middle_97_336,0.24444343149662018,0.28656357526779175,PatchEncoderR3PrefixRisk,0.23710891604423523,0.28319600224494934,low_r3_residual,3.0933106922966136,1.1891315541699088,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,336,193-336,193,336,middle_97_336,0.3275472819805145,0.339373379945755,PatchEncoderR3PrefixRisk,0.31298476457595825,0.33328187465667725,mid_r3_residual,4.652787947773129,1.8277337450027131,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,720,1-96,1,96,early_1_96,0.1523027867078781,0.2037428617477417,PatchEncoderR3PrefixRisk,0.14746259152889252,0.1975940763950348,low_r3_residual,3.282320708460662,3.111826763679959,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,720,97-192,97,192,middle_97_336,0.23899446427822113,0.2857978045940399,PatchEncoderR3PrefixRisk,0.2326873242855072,0.2828315794467926,low_r3_residual,2.71056449339504,1.0487602385310435,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,720,193-336,193,336,middle_97_336,0.3258058726787567,0.3407321274280548,PatchEncoderR3PrefixRisk,0.3130928874015808,0.3351799249649048,mid_r3_residual,4.060451638708074,1.656484189418972,False
PatchEncoderCurriculumUnits,D6_curriculum_units,Weather,720,337-720,337,720,late_337_720,0.4103146195411682,0.3892248570919037,PatchEncoderR3PrefixRisk,0.3891408443450928,0.3799934387207031,high_r3_residual,5.441159802104556,2.429362570648408,False
