system,dataset,repeat,checkpoint_sha256,horizon,origin_count,drop_last,non_increasing_as_h_grows
TimeAlign,ETTm2,0,9739c9511b727adbcb5b0689c704d1ee4c8f60249f56f7dc1cfe60d28c960dc9,720,10801,False,True
TimeAlign,Solar,0,83813f4d303829ed2d90913b8ddb77b7a6242574f19426ded8c71c7a8a4e3f29,96,10417,False,True
TimeAlign,Solar,0,83813f4d303829ed2d90913b8ddb77b7a6242574f19426ded8c71c7a8a4e3f29,192,10321,False,True
TimeAlign,Solar,0,83813f4d303829ed2d90913b8ddb77b7a6242574f19426ded8c71c7a8a4e3f29,336,10177,False,True
TimeAlign,Solar,0,83813f4d303829ed2d90913b8ddb77b7a6242574f19426ded8c71c7a8a4e3f29,720,9793,False,True
TimeAlign,Weather,0,f7e69093c808919e30071a5f271fea73df3b67230633ea221cb505e3069d29b3,96,10444,False,True
TimeAlign,Weather,0,f7e69093c808919e30071a5f271fea73df3b67230633ea221cb505e3069d29b3,192,10348,False,True
TimeAlign,Weather,0,f7e69093c808919e30071a5f271fea73df3b67230633ea221cb505e3069d29b3,336,10204,False,True
TimeAlign,Weather,0,f7e69093c808919e30071a5f271fea73df3b67230633ea221cb505e3069d29b3,720,9820,False,True
iTransformer,ECL,0,3ccd4d7a1bac04d7070d4feebbd0ecc294d7c71aec1ffe0499b811e5e605d806,96,5165,True,True
iTransformer,ECL,0,3ccd4d7a1bac04d7070d4feebbd0ecc294d7c71aec1ffe0499b811e5e605d806,192,5069,True,True
iTransformer,ECL,0,3ccd4d7a1bac04d7070d4feebbd0ecc294d7c71aec1ffe0499b811e5e605d806,336,4925,True,True
iTransformer,ECL,0,3ccd4d7a1bac04d7070d4feebbd0ecc294d7c71aec1ffe0499b811e5e605d806,720,4541,True,True
iTransformer,ETTh1,0,6d98cb21194bc374dce4dc6a10a85282c8d1231b5555a505b8779f57d8529397,96,2785,True,True
iTransformer,ETTh1,0,6d98cb21194bc374dce4dc6a10a85282c8d1231b5555a505b8779f57d8529397,192,2689,True,True
iTransformer,ETTh1,0,6d98cb21194bc374dce4dc6a10a85282c8d1231b5555a505b8779f57d8529397,336,2545,True,True
iTransformer,ETTh1,0,6d98cb21194bc374dce4dc6a10a85282c8d1231b5555a505b8779f57d8529397,720,2161,True,True
iTransformer,ETTh2,0,a12d3b7b597bed274e3a7113d757352252323e7f4feacef6b5f99cee7464f276,96,2785,True,True
iTransformer,ETTh2,0,a12d3b7b597bed274e3a7113d757352252323e7f4feacef6b5f99cee7464f276,192,2689,True,True
iTransformer,ETTh2,0,a12d3b7b597bed274e3a7113d757352252323e7f4feacef6b5f99cee7464f276,336,2545,True,True
iTransformer,ETTh2,0,a12d3b7b597bed274e3a7113d757352252323e7f4feacef6b5f99cee7464f276,720,2161,True,True
iTransformer,ETTm1,0,b789ef97204cfeb585a429d5e21abf961a51a4606b3d99d25572c81c071c316d,96,11425,True,True
iTransformer,ETTm1,0,b789ef97204cfeb585a429d5e21abf961a51a4606b3d99d25572c81c071c316d,192,11329,True,True
iTransformer,ETTm1,0,b789ef97204cfeb585a429d5e21abf961a51a4606b3d99d25572c81c071c316d,336,11185,True,True
iTransformer,ETTm1,0,b789ef97204cfeb585a429d5e21abf961a51a4606b3d99d25572c81c071c316d,720,10801,True,True
iTransformer,ETTm2,0,36fba2ffd3276d0c3d64d24b19e87e8b6d58330052c4e57602713ca928c02644,96,11425,True,True
iTransformer,ETTm2,0,36fba2ffd3276d0c3d64d24b19e87e8b6d58330052c4e57602713ca928c02644,192,11329,True,True
iTransformer,ETTm2,0,36fba2ffd3276d0c3d64d24b19e87e8b6d58330052c4e57602713ca928c02644,336,11185,True,True
iTransformer,ETTm2,0,36fba2ffd3276d0c3d64d24b19e87e8b6d58330052c4e57602713ca928c02644,720,10801,True,True
iTransformer,Solar,0,bf2e161c7790e81acc32a45618c33306953da07d95ffe78730ca1b145aa1554a,96,10417,True,True
iTransformer,Solar,0,bf2e161c7790e81acc32a45618c33306953da07d95ffe78730ca1b145aa1554a,192,10321,True,True
iTransformer,Solar,0,bf2e161c7790e81acc32a45618c33306953da07d95ffe78730ca1b145aa1554a,336,10177,True,True
iTransformer,Solar,0,bf2e161c7790e81acc32a45618c33306953da07d95ffe78730ca1b145aa1554a,720,9793,True,True
iTransformer,Weather,0,38eecc12a15d1e0f4a96e58906c54f5da0afddb90bd8ab53da398361a2f9bf46,96,10444,True,True
iTransformer,Weather,0,38eecc12a15d1e0f4a96e58906c54f5da0afddb90bd8ab53da398361a2f9bf46,192,10348,True,True
iTransformer,Weather,0,38eecc12a15d1e0f4a96e58906c54f5da0afddb90bd8ab53da398361a2f9bf46,336,10204,True,True
iTransformer,Weather,0,38eecc12a15d1e0f4a96e58906c54f5da0afddb90bd8ab53da398361a2f9bf46,720,9820,True,True
