phase,trial_id,profile_id,source_prior,seq_len,patch_num,patch_len,d_model,d_ff,dropout,learning_rate,weight_decay,batch_size,gradient_accumulation_steps,mode_rank,layer_norm,max_epochs,early_stopping_patience,h96_mse,h96_mae,h192_mse,h192_mae,h336_mse,h336_mae,h720_mse,h720_mae,mean_mse_4h,mean_mae_4h,main_ii_best_cells,h192_normalized_gap,h336_normalized_gap
H5C,ETTh1__h5c_ctx651_p21,h5c_ctx651_p21,local_context_patch_refinement,651,21,31.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.35665488791493155,0.3899372513948569,0.3844882143905539,0.40561021847901796,0.40152299531315805,0.41887794161433983,0.4562859125322359,0.4649260337734404,0.39973800253771985,0.4198378613154138,0,0.01714127401205434,0.014302569927790665
H5C,ETTh1__h5c_ctx660_p20,h5c_ctx660_p20,local_context_patch_refinement,660,20,33.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.3510569806488524,0.386159149873545,0.38128404552625655,0.40449704963209665,0.40379581427456807,0.4223410327278951,0.4630381440260178,0.4716595599828401,0.3997937461189237,0.4211641980540942,1,0.011484510492840383,0.02135656623202642
H5C,ETTh1__h5c_ctx660_p20_do05,h5c_ctx660_p20_do05,context_dropout_joint,660,20,33.0,32,32,0.05,0.00035,0.01,32,1,109,1,120,24,0.35141215938899495,0.38623011401259166,0.3818519435449577,0.4047282760433232,0.4047359154537521,0.4228077290600353,0.4639776124417034,0.47207362219454607,0.400494407707352,0.42145993532762405,1,0.01252930288994758,0.02311355680341909
H5C,ETTh1__h5c_ctx660_p22,h5c_ctx660_p22,local_context_patch_refinement,660,22,30.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.3581397274518674,0.3925539798917204,0.39198815815801813,0.4132585839917914,0.4129160554454236,0.4299029352825002,0.4630683690069059,0.47320728906688103,0.40652807751555375,0.42723069705822325,0,0.03665409146416265,0.04204875168611388
H5C,ETTh1__h5c_ctx682_p22,h5c_ctx682_p22,local_context_patch_refinement,682,22,31.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.36205881023812925,0.3930260553793623,0.38710381868655463,0.40801997215298724,0.40124735889359714,0.4204494445434132,0.44501214142633155,0.4602327045924816,0.3988555323111531,0.4204320441670611,2,0.02362595246887289,0.0158407130960615
H5C,ETTh1__h5c_ctx682_p22_do05,h5c_ctx682_p22_do05,context_dropout_joint,682,22,31.0,32,32,0.05,0.00035,0.01,32,1,109,1,120,24,0.36371637923873046,0.3937978927827463,0.38857382745824015,0.4087104067375997,0.40288029032589273,0.42128432122686693,0.4460891107564201,0.4607736697617948,0.4003149019448209,0.42114157262725194,2,0.02644471364780232,0.01892169155451795
H5C,ETTh1__h5c_ctx690_p23,h5c_ctx690_p23,local_context_patch_refinement,690,23,30.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.36671317508014173,0.39525724066110146,0.3971005469551214,0.4133892002766646,0.4156184949001148,0.4283589252300785,0.4691184789134685,0.47524888905348706,0.41213767396221157,0.42806356380533295,0,0.04363306792606314,0.04363118850884662
H5C,ETTh1__h5c_ctx693_p21,h5c_ctx693_p21,local_context_patch_refinement,693,21,33.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.3501969853359836,0.3870676838731915,0.37833183935595105,0.40390441888847434,0.3930620638042728,0.416752836714844,0.44963365627832497,0.4641862674695867,0.3928061361936331,0.4179778017365241,3,0.00681113268414657,0.000983813403770184
H5C,ETTh1__h5c_ctx704_p22,h5c_ctx704_p22,local_context_patch_refinement,704,22,32.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.3567636549551018,0.3945973433707793,0.388578966130148,0.4139512893868971,0.41201366344601376,0.4332219895338984,0.4661916466967779,0.47629406226083687,0.40588698280701035,0.4295161711381029,0,0.0329700759681788,0.04488991816024357
H5C,ETTh1__h5c_ctx713_p23,h5c_ctx713_p23,local_context_patch_refinement,713,23,31.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.3724517563019134,0.39713878280313153,0.39771979674671576,0.41104643226107845,0.41638696139357134,0.4257557004345224,0.4606229044457641,0.4665446068125188,0.4117953547219912,0.4251213805778128,0,0.041544843748206106,0.04148000529241591
H5C,ETTh1__h5c_ctx726_p22,h5c_ctx726_p22,local_context_patch_refinement,726,22,33.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.35480755327499,0.39515350195834475,0.3835990739281507,0.4126396220992256,0.39965158830154673,0.4272861372712382,0.4698809760712759,0.4802814092712938,0.40198479789399083,0.42884016765002564,0,0.024698792724133223,0.022027649371941904
H5C,ETTh1__h5c_ctx736_p23,h5c_ctx736_p23,local_context_patch_refinement,736,23,32.0,32,32,0.1,0.00035,0.01,32,1,109,1,120,24,0.3554364949284787,0.3949308769320315,0.3835855805922826,0.41177859815585865,0.40179647669986623,0.42725872256672653,0.45804702411044684,0.47162293538448724,0.3997163940827686,0.42639778325977595,0,0.02360987630694722,0.024723564652659125
H5C,ETTh1__h5c_do0,h5c_do0,winner_dropout_interaction,640,20,32.0,32,32,0.0,0.00035,0.01,32,1,109,1,120,24,0.3464349843531861,0.38561248178557894,0.37665208222696234,0.4033004593545669,0.39577885378859823,0.41871512149649937,0.4440333598894066,0.4603951746653765,0.3907248200645383,0.41700580932550546,4,0.0038202630620279843,0.006798804573366679
H5C,ETTh1__h5c_do02,h5c_do02,winner_dropout_interaction,640,20,32.0,32,32,0.02,0.00035,0.01,32,1,109,1,120,24,0.3467202681133888,0.3856489181828888,0.3770922769452233,0.40350270667798394,0.3965482341546612,0.41914798195988595,0.444885923550214,0.4608992822628645,0.39131167569087183,0.41729972227090584,4,0.004658740750327461,0.008297924980959603
H5C,ETTh1__h5c_do04,h5c_do04,winner_dropout_interaction,640,20,32.0,32,32,0.04,0.00035,0.01,32,1,109,1,120,24,0.3465550354830743,0.38543763918977897,0.3770878121755072,0.40346674187351755,0.39652214712680006,0.4191411281238306,0.4448429387564649,0.460897380406025,0.39125198338546163,0.41723572239828804,4,0.004608055380175724,0.008256497594362422
H5C,ETTh1__h5c_do05,h5c_do05,winner_dropout_interaction,640,20,32.0,32,32,0.05,0.00035,0.01,32,1,109,1,120,24,0.34649576069135285,0.3853931712556883,0.37695027801391395,0.40338273558951165,0.3963578406016021,0.4190863535088193,0.4447798380262107,0.4609149773280667,0.3911459293332699,0.4171943094205215,4,0.004320191070183332,0.007981621339891776
H5C,ETTh1__h5c_do06,h5c_do06,winner_dropout_interaction,640,20,32.0,32,32,0.06,0.00035,0.01,32,1,109,1,120,24,0.34644793034769406,0.38522926310103817,0.37702491918046793,0.40335515246435094,0.3964196459199959,0.41907861832502097,0.4449687442033881,0.461020048394937,0.39121530991288644,0.4171707705713368,4,0.0043854052559857415,0.008050956964583134
H5C,ETTh1__h5c_do08,h5c_do08,winner_dropout_interaction,640,20,32.0,32,32,0.08,0.00035,0.01,32,1,109,1,120,24,0.34651559595697307,0.3854386350596411,0.3771010069476792,0.4035241664538509,0.39643224567327895,0.4191829395894997,0.4451793063948204,0.4612187102651344,0.3913070387431879,0.4173411128420315,4,0.004697072017118109,0.008192373320235924
H5C,ETTh1__h5c_do12,h5c_do12,winner_dropout_interaction,640,20,32.0,32,32,0.12,0.00035,0.01,32,1,109,1,120,24,0.346299907666183,0.3850818103703713,0.37716729474229754,0.40342052153668695,0.39659501784910944,0.41916607031960124,0.44564636244778993,0.4614743959098925,0.39142714567634496,0.41728569953413797,4,0.0046565441547635755,0.008379187037681035
H5C,ETTh1__h5c_lr2p2e4,h5c_lr2p2e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00022,0.01,32,1,109,1,120,24,0.34842223201290645,0.388245059287962,0.37833058624394783,0.40668603272634724,0.3964151778130353,0.4224736504067099,0.4540494909315581,0.4685310975361755,0.3943043717503619,0.42148395998929866,1,0.010269180571964243,0.012125839756005563
H5C,ETTh1__h5c_lr2p6e4,h5c_lr2p6e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00026,0.01,32,1,109,1,120,24,0.3476209941916999,0.38726712650038275,0.3776637871320862,0.40542702719155965,0.39597437849264117,0.4210372783794071,0.44967702449441654,0.46530242879235806,0.392734046077711,0.41975846521592686,2,0.007814187807408057,0.009838617684618134
H5C,ETTh1__h5c_lr3e4,h5c_lr3e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.0003,0.01,32,1,109,1,120,24,0.3468059341760846,0.38620852088706636,0.37698709337083713,0.4042221805562869,0.39567878116429755,0.41980312230700473,0.4466780054368431,0.4628766015909815,0.3915374535370156,0.4182776063353349,3,0.0054133639923187316,0.007979178994790614
H5C,ETTh1__h5c_lr3p2e4,h5c_lr3p2e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00032,0.01,32,1,109,1,120,24,0.346706052097868,0.38581207624217173,0.3771552521785249,0.40395003814606184,0.3960773180079216,0.41954356682615224,0.44604734831146664,0.4621539464877946,0.39149649264894526,0.4178649069255451,3,0.00529909015104546,0.008174257602922674
H5C,ETTh1__h5c_lr3p3_do05,h5c_lr3p3_do05,winner_lr_dropout_joint,640,20,32.0,32,32,0.05,0.00033,0.01,32,1,109,1,120,24,0.34657547038359926,0.38571409614369884,0.3768361154882993,0.4036788195987319,0.39592989351103286,0.4193301573013058,0.44503746040730724,0.4614326157600341,0.3910947349475597,0.4175389222009427,4,0.00453623806242387,0.007730192797033575
H5C,ETTh1__h5c_lr3p3e4,h5c_lr3p3e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00033,0.01,32,1,109,1,120,24,0.3466487532416353,0.38564850597674344,0.3771399498581636,0.4037840339325922,0.39621607302493805,0.41940988666203805,0.44571186338441765,0.46179477683457176,0.39142915987728866,0.41765930085148634,3,0.005072214154904886,0.008190117429276778
H5C,ETTh1__h5c_lr3p4e4,h5c_lr3p4e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00034,0.01,32,1,109,1,120,24,0.34649371012012076,0.38535957454462244,0.37711543083920157,0.4035854584987419,0.39635204379734473,0.4192718868555085,0.4454855298640311,0.4615147275740333,0.39136167865517457,0.4174329118682265,3,0.004792537759161664,0.008197243081786598
H5C,ETTh1__h5c_lr3p6e4,h5c_lr3p6e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00036,0.01,32,1,109,1,120,24,0.3465480330302759,0.38509251088748697,0.3773717443959876,0.40337084881772944,0.3967522293619781,0.4190612500099225,0.4452972424302014,0.46109477487765455,0.3914923123046108,0.41715484614819837,4,0.004867361704263828,0.008453215735963693
H5C,ETTh1__h5c_lr3p7_do05,h5c_lr3p7_do05,winner_lr_dropout_joint,640,20,32.0,32,32,0.05,0.00037,0.01,32,1,109,1,120,24,0.3464534560587056,0.385070336554683,0.3772293469600572,0.40319444407166,0.39690304755619926,0.4189559878008794,0.44470033958899563,0.4605307294788636,0.3913215475409894,0.4169378744765215,4,0.004458089568210588,0.008518579312012164
H5C,ETTh1__h5c_lr3p8e4,h5c_lr3p8e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00038,0.01,32,1,109,1,120,24,0.3465410060349329,0.38480770110152596,0.37758901098097736,0.40317187942816035,0.397202526567977,0.4189115995651194,0.4451657809914141,0.4607138908234786,0.3916245811438253,0.41690126772957103,4,0.004909576119114578,0.00884624462153305
H5C,ETTh1__h5c_lr4_do05,h5c_lr4_do05,winner_lr_dropout_joint,640,20,32.0,32,32,0.05,0.0004,0.01,32,1,109,1,120,24,0.3466857262867239,0.3848503174885648,0.3778507618394921,0.4030621504472635,0.39790857404017516,0.4188884569541966,0.4449863596564977,0.460176041357313,0.39185785545572216,0.4167442415618345,4,0.005122098431839528,0.009716708210119718
H5C,ETTh1__h5c_lr4e4,h5c_lr4e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.0004,0.01,32,1,109,1,120,24,0.34653090223623384,0.3846569093325573,0.37782722775591354,0.4030888780260051,0.3979163375178718,0.4189856861672723,0.44533595945792764,0.4605309666063286,0.3919026067419867,0.41681561003304085,4,0.005123962910876134,0.009843447443153908
H5C,ETTh1__h5c_lr4p2_do05,h5c_lr4p2_do05,winner_lr_dropout_joint,640,20,32.0,32,32,0.05,0.00042,0.01,32,1,109,1,120,24,0.34701383599906105,0.38485005997331995,0.3784753214869941,0.403154399243478,0.3989230958130353,0.4190907446292266,0.44550851924766627,0.4601301883554842,0.3924801931366892,0.4168063480503772,4,0.0060695819372333926,0.011250582603948733
H5C,ETTh1__h5c_lr4p2_do08,h5c_lr4p2_do08,winner_lr_dropout_joint,640,20,32.0,32,32,0.08,0.00042,0.01,32,1,109,1,120,24,0.3465571514555006,0.38457311825905083,0.3782388320021579,0.4031376403981458,0.3987277845425571,0.4191525004274265,0.4455265326782573,0.46034031539788917,0.3922625751696182,0.41680089362062805,4,0.0057334182891282115,0.01107632070146547
H5C,ETTh1__h5c_lr4p2e4,h5c_lr4p2e4,winner_learning_rate_interaction,640,20,32.0,32,32,0.1,0.00042,0.01,32,1,109,1,120,24,0.3464835723917946,0.3844102814275313,0.37823830140225345,0.40307768317068166,0.39880968087411284,0.4191453791922195,0.44563541467693407,0.4604095083866577,0.3922917423362738,0.41676071304427253,4,0.005658137156588694,0.01117195533058446
H5C,ETTh1__h5c_rank128,h5c_rank128,winner_mode_rank_interaction,640,20,32.0,32,32,0.1,0.00035,0.01,32,1,128,1,120,24,0.35337305442213124,0.39282210024821373,0.3816804376727952,0.40979432719802855,0.40152604255191576,0.42648156258908637,0.4653497627811019,0.4755446082586455,0.400482324356986,0.42616064957349353,0,0.018601687043861892,0.023445414339608783
H5C,ETTh1__h5c_rank160,h5c_rank160,winner_mode_rank_interaction,640,20,32.0,32,32,0.1,0.00035,0.01,32,1,160,1,120,24,0.34976648254812304,0.38420493772230646,0.3787566633581185,0.4016555928248295,0.3995221916685082,0.4177810609762473,0.4604422169300915,0.46815291809569615,0.3971218886262103,0.4179486274047699,3,0.004580517344194568,0.010438652065486775
H5C,ETTh1__h5c_rank64,h5c_rank64,winner_mode_rank_interaction,640,20,32.0,32,32,0.1,0.00035,0.01,32,1,64,1,120,24,0.35004367130459263,0.3875832360681485,0.37956916328218204,0.4044554961906128,0.39840068936124035,0.41911065138154996,0.4588927124813563,0.46901956999961475,0.3967265591073429,0.42004223840998145,1,0.00914631744914407,0.010609869737305266
H5C,ETTh1__h5c_rank80,h5c_rank80,winner_mode_rank_interaction,640,20,32.0,32,32,0.1,0.00035,0.01,32,1,80,1,120,24,0.3558836565451009,0.38803364352179026,0.3889055000718272,0.4074808781628595,0.4171093801565942,0.4278219933263219,0.47049644626113796,0.4732761868492219,0.4080987457586651,0.4241531754650484,0,0.025357679402808753,0.04488263824374794
H5C,ETTh1__h5c_rank96,h5c_rank96,winner_mode_rank_interaction,640,20,32.0,32,32,0.1,0.00035,0.01,32,1,96,1,120,24,0.352023160486235,0.3881157258856037,0.38051665793325995,0.40520660689878263,0.39607983116521245,0.41845036328445645,0.4495042474013459,0.4631608379206278,0.39453097424651334,0.41873338349736766,1,0.011343860949300066,0.006863508439517774
H5C,ETTh1__h5c_wd0,h5c_wd0,winner_weight_decay_interaction,640,20,32.0,32,32,0.1,0.00035,0.0,32,1,109,1,120,24,0.34652599136829465,0.385245960200126,0.3771721066334486,0.40343894859363166,0.39647182343569076,0.41911895349422135,0.4452724859558075,0.461224974997279,0.3913606018483104,0.4172572093213145,4,0.004685879234687218,0.008165820343010943
H5C,ETTh1__h5c_wd1e3,h5c_wd1e3,winner_weight_decay_interaction,640,20,32.0,32,32,0.1,0.00035,0.001,32,1,109,1,120,24,0.3465067327756075,0.38517766993029956,0.3772107382325056,0.40342414382055203,0.39649528500742093,0.4191116310108209,0.44531181846877976,0.46124366683303275,0.39138114362107845,0.4172392778986763,4,0.004718974136564746,0.008186868609132425
H5C,ETTh1__h5c_wd1e4,h5c_wd1e4,winner_weight_decay_interaction,640,20,32.0,32,32,0.1,0.00035,0.0001,32,1,109,1,120,24,0.3464711294143768,0.3851904735599882,0.37714315884781463,0.4034128774228082,0.39643751718041664,0.4190909346489916,0.445205331144075,0.46118541531364815,0.3913142841466708,0.41721992523635903,4,0.004614855357792824,0.008088497211131696
H5C,ETTh1__h5c_wd3e2,h5c_wd3e2,winner_weight_decay_interaction,640,20,32.0,32,32,0.1,0.00035,0.03,32,1,109,1,120,24,0.3465383657446825,0.38521450631681076,0.3773423017308609,0.4035067422771041,0.39674068596701356,0.41924090127878305,0.44559100325645595,0.4613858661657316,0.3915530891747532,0.4173370040096073,4,0.004997126533068386,0.008654456488670026
H5C,ETTh1__h5c_wd3e3,h5c_wd3e3,winner_weight_decay_interaction,640,20,32.0,32,32,0.1,0.00035,0.003,32,1,109,1,120,24,0.3464596850328574,0.3851513063899211,0.3771485203613982,0.40339431118255,0.39644144807936216,0.4190810500812242,0.4452440524657456,0.46120148474046213,0.39132342648484086,0.4172070380985394,4,0.004598911703941333,0.008081617864723278
