comparison,role,metric,seed,dataset,horizon,gain_percent,candidate_value,reference_value
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm1,336,-0.46468804460400026,0.3823821554446304,0.38061349006017076
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm1,720,-0.5212957186218947,0.41247378930011996,0.4103347319106511
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh1,96,-0.024053617020847184,0.39413018777234887,0.39403540800438097
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh1,192,-0.11524603166641612,0.4110479370419706,0.4105747659172273
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh1,336,-1.2907713854749314,0.43035953800423504,0.4248753683259524
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh1,720,-1.0944106838963075,0.47987922082710466,0.4746842259436074
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm2,96,-2.1283413296945497,0.2533630241217802,0.2480829717030889
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm2,192,-0.9795845759267285,0.29015664179441003,0.2873418850086878
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm2,336,-0.5145340869612935,0.3249512318481296,0.32328780588784733
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTm2,720,-0.2718456862053964,0.37635592813536467,0.375335594512888
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh2,96,1.8057464684003377,0.32061523441337153,0.32651119885563884
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh2,192,1.2308698474195578,0.3543701947469107,0.3587863882161085
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh2,336,0.3751436734057867,0.3855377922237366,0.38698955907133364
ordered_over_independent_equal,ordered_field_attribution,mae,2023,ETTh2,720,-0.6007400692244813,0.4426917571131858,0.4400482111846938
